provinsi,kota,nik,nama,tempat,tgl_lahir,jenis_kelamin,golongan_darah,alamat,rt/rw,kel/desa,kecamatan,agama,status,pekerjaan,kewarganegaraan,masa_berlaku,terbuat,pas_photo
BALI,DENPASAR,5393838597236769,Takako Ernesto,etpbgcgm,31-10-1996,LAKI-LAKI,O,jl. btqqq qnlqfug 5,405/640,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,mfxobmuunavh,WNI,SEUMUR HIDUP,14-05-2022,src/image.jpeg
BALI,DENPASAR,5859722250488626,Eufemia Johana,rlgywxxk,15-05-2015,LAKI-LAKI,B,jl. djocz bsvjuwk 9,223/957,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,cklpapgxhaob,WNI,SEUMUR HIDUP,07-07-2021,src/image.jpeg
BALI,DENPASAR,5220983101443319,Iraida Christian,npljubeh,28-09-2014,LAKI-LAKI,O,jl. dhqad vpgkqyx 8,913/946,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,pcmdzomztvax,WNI,SEUMUR HIDUP,14-05-2022,src/image.jpeg
BALI,DENPASAR,5090873685115583,Ginette Wiley,lrowzcma,08-12-2000,LAKI-LAKI,AB,jl. obxkd heyopah 1,595/362,denpasar,denpasar utara,HINDU,KAWIN,arufoxuobijz,WNI,SEUMUR HIDUP,19-10-2021,src/image.jpeg
BALI,DENPASAR,5440395077284458,Shawana Zora,wihflmqj,29-12-2011,LAKI-LAKI,O,jl. gcjsl iwzrfpg 5,517/018,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,orkvowyquhwx,WNI,SEUMUR HIDUP,03-09-2021,src/image.jpeg
BALI,DENPASAR,5396653056882359,Elsie Aron,rjjgcohn,02-10-2005,PEREMPUAN,O,jl. autko ijogjqg 9,716/507,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,uqlizlunmngz,WNI,SEUMUR HIDUP,28-03-2022,src/image.jpeg
BALI,DENPASAR,5051891053546715,Keith Willy,jykmbeag,04-06-2002,LAKI-LAKI,B,jl. ggyxd clofdft 0,541/026,denpasar,denpasar utara,KONGHUCU,KAWIN,jfzndyahljms,WNI,SEUMUR HIDUP,15-07-2021,src/image.jpeg
BALI,DENPASAR,5338773437653805,Stanton Donnie,jchmqfgd,25-10-2003,PEREMPUAN,O,jl. qmysz crwxpkp 0,204/357,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,scybltsvooah,WNI,SEUMUR HIDUP,01-04-2022,src/image.jpeg
BALI,DENPASAR,5714261698327488,Leland Rochelle,aidebjrx,19-02-2008,PEREMPUAN,B,jl. kcmvn mcrntkv 2,404/197,denpasar,denpasar utara,KONGHUCU,KAWIN,govrhkoaubqz,WNI,SEUMUR HIDUP,05-07-2021,src/image.jpeg
BALI,DENPASAR,5045316094679533,Carmella Guy,khaejdyz,05-05-1991,LAKI-LAKI,B,jl. godbb zkdagwv 2,525/618,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,eqksszeynffk,WNI,SEUMUR HIDUP,03-03-2022,src/image.jpeg
BALI,DENPASAR,5364657006196599,Jim Yong,enxvolam,22-02-2014,LAKI-LAKI,B,jl. cbbll gdaozrp 5,503/196,denpasar,denpasar utara,KONGHUCU,KAWIN,hmiuzjhdstib,WNI,SEUMUR HIDUP,27-06-2021,src/image.jpeg
BALI,DENPASAR,5197359235272760,Monserrate Porter,uoahhgra,22-02-1991,LAKI-LAKI,O,jl. ngiez zxmszvy 5,094/926,denpasar,denpasar utara,HINDU,KAWIN,iljumvhacxol,WNI,SEUMUR HIDUP,07-06-2021,src/image.jpeg
BALI,DENPASAR,5462313506766936,Tayna Jeremy,nbaxtcge,02-02-1996,LAKI-LAKI,A,jl. qocfo vgheuyq 4,634/149,denpasar,denpasar utara,KONGHUCU,KAWIN,czuwgtpuxsxq,WNI,SEUMUR HIDUP,24-11-2021,src/image.jpeg
BALI,DENPASAR,5260517666376615,Betsey Tamela,sudfgkoz,26-08-2007,LAKI-LAKI,B,jl. jcwsr bcxlvql 5,166/525,denpasar,denpasar utara,KONGHUCU,KAWIN,lrcxcatevzty,WNI,SEUMUR HIDUP,21-04-2022,src/image.jpeg
BALI,DENPASAR,5273761610462485,Tessie Tracey,qutcakpa,23-02-2019,LAKI-LAKI,O,jl. ytemt hbhvilo 4,740/603,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,mqetigwcihzz,WNI,SEUMUR HIDUP,21-11-2021,src/image.jpeg
BALI,DENPASAR,5300912476061236,Harold Jeramy,lnueoapr,15-06-1990,PEREMPUAN,B,jl. rcdev pxoyojs 5,394/113,denpasar,denpasar utara,KRISTEN,KAWIN,cxeaxzktbkvd,WNI,SEUMUR HIDUP,01-12-2021,src/image.jpeg
BALI,DENPASAR,5989472839475487,Solomon Haywood,gtuuxugw,29-12-2002,LAKI-LAKI,O,jl. oknrc dbznfhw 3,738/855,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,tfyjmfyxvsiy,WNI,SEUMUR HIDUP,30-07-2021,src/image.jpeg
BALI,DENPASAR,5131259406941958,Hilario Pok,nrnbkhrm,26-10-2015,LAKI-LAKI,AB,jl. lglvq efwwydj 8,920/469,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,cxidrypelpfh,WNI,SEUMUR HIDUP,11-11-2021,src/image.jpeg
BALI,DENPASAR,5976545602708433,Livia Jamila,yvbejfxr,18-08-1999,PEREMPUAN,O,jl. ellwf sbuxdmd 8,313/023,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,qojudocatdvd,WNI,SEUMUR HIDUP,03-06-2021,src/image.jpeg
BALI,DENPASAR,5928396196929240,Vernon Glayds,mkwmhjrp,24-12-2014,PEREMPUAN,B,jl. zixwa gyupugk 0,244/043,denpasar,denpasar utara,KONGHUCU,KAWIN,xpupppsipfve,WNI,SEUMUR HIDUP,02-08-2021,src/image.jpeg
BALI,DENPASAR,5616896656128396,Carmen Landon,epcoegcb,17-03-2017,LAKI-LAKI,O,jl. vlktd uqggjrs 2,953/649,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jhrzqigtadsi,WNI,SEUMUR HIDUP,19-05-2021,src/image.jpeg
BALI,DENPASAR,5139311898309011,Brett Ervin,dctqzgje,07-04-1996,PEREMPUAN,AB,jl. ppaio thfrfre 9,433/673,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,yejtzmgzbrcn,WNI,SEUMUR HIDUP,22-11-2021,src/image.jpeg
BALI,DENPASAR,5922786904654754,Cecilia Doloris,dojmthri,16-08-2016,PEREMPUAN,O,jl. zafjq tjrfblg 9,203/850,denpasar,denpasar utara,KONGHUCU,KAWIN,pcpbnjmsktad,WNI,SEUMUR HIDUP,30-07-2021,src/image.jpeg
BALI,DENPASAR,5229267387453564,Willy Ryan,dynfvosv,16-07-1997,PEREMPUAN,B,jl. uoknu imazutw 2,482/769,denpasar,denpasar utara,KONGHUCU,KAWIN,jhzmllvfloay,WNI,SEUMUR HIDUP,07-08-2021,src/image.jpeg
BALI,DENPASAR,5899045840824604,Coleman Colene,kglnzkmj,28-11-1996,PEREMPUAN,O,jl. fvscm japifbo 3,419/956,denpasar,denpasar utara,HINDU,KAWIN,ojaxoofsrenv,WNI,SEUMUR HIDUP,27-07-2021,src/image.jpeg
BALI,DENPASAR,5836851092872172,Francis Tiffiny,trszuffg,10-10-1999,LAKI-LAKI,AB,jl. wethy uihavfh 9,344/505,denpasar,denpasar utara,HINDU,BELUM KAWIN,loucinskilfa,WNI,SEUMUR HIDUP,12-08-2021,src/image.jpeg
BALI,DENPASAR,5045442509277040,Winston Danny,ykslpzoh,31-08-2000,PEREMPUAN,O,jl. dkjwy leiqkde 1,926/201,denpasar,denpasar utara,KONGHUCU,KAWIN,nsntgyynrmmk,WNI,SEUMUR HIDUP,21-03-2022,src/image.jpeg
BALI,DENPASAR,5691472981726229,Twanna Felix,hjtilggd,01-06-2015,PEREMPUAN,O,jl. mqdwt zclspey 8,769/617,denpasar,denpasar utara,KONGHUCU,KAWIN,typluveejlrg,WNI,SEUMUR HIDUP,31-03-2022,src/image.jpeg
BALI,DENPASAR,5398241085702613,Eartha Aleta,uroxksta,24-12-1996,PEREMPUAN,A,jl. tpdkn lkgcpwv 5,398/341,denpasar,denpasar utara,KONGHUCU,KAWIN,qcogfeuyohao,WNI,SEUMUR HIDUP,29-12-2021,src/image.jpeg
BALI,DENPASAR,5262335778697579,Timmy Elbert,wbgpnmcn,29-08-2009,LAKI-LAKI,O,jl. qwunk tqwskzy 7,785/781,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ikckwjyvcymj,WNI,SEUMUR HIDUP,29-11-2021,src/image.jpeg
BALI,DENPASAR,5266289093667677,Elayne Gerald,lqlgsahh,07-05-1994,PEREMPUAN,B,jl. vzpfk zsuidwv 2,761/042,denpasar,denpasar utara,ISLAM,KAWIN,hcqjhqatfguo,WNI,SEUMUR HIDUP,20-04-2022,src/image.jpeg
BALI,DENPASAR,5226809990814910,Angelina Gus,oiudiwpo,14-10-2000,PEREMPUAN,B,jl. wklzw imcooda 3,178/948,denpasar,denpasar utara,KONGHUCU,KAWIN,eswnbxyfmkyz,WNI,SEUMUR HIDUP,30-03-2022,src/image.jpeg
BALI,DENPASAR,5725361129431231,Jarvis Nereida,zjixkbow,29-11-1995,LAKI-LAKI,O,jl. dvbsz mdpqenf 1,145/960,denpasar,denpasar utara,HINDU,KAWIN,quzubnrxpqkz,WNI,SEUMUR HIDUP,21-04-2022,src/image.jpeg
BALI,DENPASAR,5872220758471725,Maile Deon,mqhiqsje,13-10-2019,LAKI-LAKI,AB,jl. mxjse ntpfbwb 9,660/531,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,egfwkfsybhyn,WNI,SEUMUR HIDUP,18-06-2021,src/image.jpeg
BALI,DENPASAR,5694551368624467,Venus Fumiko,uiixwian,20-10-2001,LAKI-LAKI,AB,jl. esoca srkljbe 4,685/196,denpasar,denpasar utara,KRISTEN,KAWIN,uviqlninjteo,WNI,SEUMUR HIDUP,01-05-2022,src/image.jpeg
BALI,DENPASAR,5621638547933699,Dean Esteban,amqkeawq,01-04-2008,PEREMPUAN,O,jl. eovre mrftouv 9,919/086,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,juzwpunfpdha,WNI,SEUMUR HIDUP,02-10-2021,src/image.jpeg
BALI,DENPASAR,5578141240425620,Leroy Cliff,xhqskmap,14-01-2008,PEREMPUAN,AB,jl. prtpj ecxgftf 8,540/889,denpasar,denpasar utara,KONGHUCU,KAWIN,kyoytdyflwmb,WNI,SEUMUR HIDUP,21-09-2021,src/image.jpeg
BALI,DENPASAR,5671459943942946,Claude Fannie,geruqrak,08-11-1995,LAKI-LAKI,O,jl. vewir mloxqgh 0,667/271,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jdhgnhpsmsbt,WNI,SEUMUR HIDUP,18-09-2021,src/image.jpeg
BALI,DENPASAR,5099718840618268,Cristal Ethan,ttkdgkut,05-05-1991,PEREMPUAN,AB,jl. wpipv vjtbxkn 8,329/989,denpasar,denpasar utara,BUDDHA,BELUM KAWIN,gfomniaciore,WNI,SEUMUR HIDUP,28-06-2021,src/image.jpeg
BALI,DENPASAR,5903669730047218,Chet Bee,gdnfeqyq,20-11-1994,PEREMPUAN,AB,jl. tdzoe behkrxt 8,441/162,denpasar,denpasar utara,HINDU,KAWIN,zvzxwcbrzdik,WNI,SEUMUR HIDUP,02-07-2021,src/image.jpeg
BALI,DENPASAR,5345761311864950,Celsa Nelly,hswvmgak,04-11-2013,PEREMPUAN,AB,jl. nahwy ejdveli 1,566/254,denpasar,denpasar utara,HINDU,KAWIN,cbwvbeqvkhax,WNI,SEUMUR HIDUP,26-02-2022,src/image.jpeg
BALI,DENPASAR,5802567683276115,Arlean Ali,ffwyxzbt,28-12-2009,LAKI-LAKI,O,jl. higeb ksinkgq 8,888/037,denpasar,denpasar utara,HINDU,BELUM KAWIN,nopjhvwdluzf,WNI,SEUMUR HIDUP,29-07-2021,src/image.jpeg
BALI,DENPASAR,5803551057701951,Cherlyn Linwood,clmvuvwm,29-04-1991,LAKI-LAKI,O,jl. msbvr acmdupc 4,551/488,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,jvwmztzzwrsf,WNI,SEUMUR HIDUP,23-03-2022,src/image.jpeg
BALI,DENPASAR,5225724592889241,Josef Delisa,nthckygv,04-02-1996,PEREMPUAN,B,jl. rruvl boibafo 4,429/731,denpasar,denpasar utara,HINDU,BELUM KAWIN,fkcyaqgcskhg,WNI,SEUMUR HIDUP,16-05-2021,src/image.jpeg
BALI,DENPASAR,5700560558889338,Erik Lonnie,mlqkjjdq,21-04-2016,PEREMPUAN,O,jl. tgwny qxangwt 9,079/999,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,nflfzycqbzdp,WNI,SEUMUR HIDUP,03-07-2021,src/image.jpeg
BALI,DENPASAR,5666404800545233,Raleigh Carson,pzzjkxid,17-09-2007,PEREMPUAN,A,jl. qssbq yihruhb 3,428/890,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,sqycwkkswicz,WNI,SEUMUR HIDUP,14-07-2021,src/image.jpeg
BALI,DENPASAR,5782201649918658,Shellie Olen,elwqeqfq,08-07-2004,LAKI-LAKI,O,jl. riven vktpefd 0,782/135,denpasar,denpasar utara,KONGHUCU,KAWIN,xtmjqcoopmch,WNI,SEUMUR HIDUP,06-09-2021,src/image.jpeg
BALI,DENPASAR,5433956889372876,Hannelore Hedwig,qtypehrh,10-04-2014,PEREMPUAN,B,jl. xjupf tddqmpy 4,431/222,denpasar,denpasar utara,ISLAM,KAWIN,edncqecsumql,WNI,SEUMUR HIDUP,06-04-2022,src/image.jpeg
BALI,DENPASAR,5981580210565222,Otha Moises,rzlclzpc,22-11-1999,PEREMPUAN,O,jl. gohcq zkvyvms 1,888/168,denpasar,denpasar utara,KONGHUCU,KAWIN,ghuwvwdnpepp,WNI,SEUMUR HIDUP,17-11-2021,src/image.jpeg
BALI,DENPASAR,5542235623604136,Joan Christene,wkoanydg,03-07-1991,LAKI-LAKI,B,jl. gkdaj tvlooiu 4,303/978,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,sbryofcpekoe,WNI,SEUMUR HIDUP,28-06-2021,src/image.jpeg
BALI,DENPASAR,5303728003198177,Chia Gilbert,nhicvgso,02-06-2015,PEREMPUAN,A,jl. zuyii lwyztaa 2,476/045,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,eughfxbvtbyf,WNI,SEUMUR HIDUP,11-07-2021,src/image.jpeg
BALI,DENPASAR,5048037554703267,Ismael Jerald,buiknsju,11-07-2001,PEREMPUAN,AB,jl. ilrts xxkxykp 3,324/838,denpasar,denpasar utara,HINDU,BELUM KAWIN,yiviifgqvmlv,WNI,SEUMUR HIDUP,04-03-2022,src/image.jpeg
BALI,DENPASAR,5240663130189578,Porfirio Rodger,lvsikapg,22-03-2007,LAKI-LAKI,O,jl. tstax ynuzgba 8,716/969,denpasar,denpasar utara,ISLAM,KAWIN,hhnnjlzybrkd,WNI,SEUMUR HIDUP,19-05-2021,src/image.jpeg
BALI,DENPASAR,5015989483403965,Neal Reita,wnxtjbqv,01-09-1999,PEREMPUAN,O,jl. tbwdu eebpahe 8,637/810,denpasar,denpasar utara,KRISTEN,KAWIN,gebvzyyszqqv,WNI,SEUMUR HIDUP,17-06-2021,src/image.jpeg
BALI,DENPASAR,5857834615700765,Dodie Kayce,ojkywgqq,07-01-1996,LAKI-LAKI,A,jl. psxui gdwekyn 3,077/457,denpasar,denpasar utara,KONGHUCU,KAWIN,ugnmlpwkyxzd,WNI,SEUMUR HIDUP,25-10-2021,src/image.jpeg
BALI,DENPASAR,5088491504920368,Ahmad Eloy,krkxkayq,19-09-2015,PEREMPUAN,O,jl. hvdjs oxmqyat 8,219/150,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ihqkekvvxjxc,WNI,SEUMUR HIDUP,01-03-2022,src/image.jpeg
BALI,DENPASAR,5219125718189699,Michal Rosie,moauwfwm,12-01-1990,PEREMPUAN,B,jl. qvhlr lrgsxbh 1,910/635,denpasar,denpasar utara,HINDU,KAWIN,iiluaygvlrqm,WNI,SEUMUR HIDUP,26-07-2021,src/image.jpeg
BALI,DENPASAR,5105948529189973,Shane Daryl,qxmynzxz,28-05-1998,LAKI-LAKI,O,jl. zhlbz esncpyz 6,910/185,denpasar,denpasar utara,KONGHUCU,KAWIN,ybswzfgvogxr,WNI,SEUMUR HIDUP,19-07-2021,src/image.jpeg
BALI,DENPASAR,5830355738764733,Elijah Bradly,jaqdiivb,14-10-2017,LAKI-LAKI,O,jl. rolxj gvpnvyo 9,399/386,denpasar,denpasar utara,HINDU,BELUM KAWIN,wpsxkhxboacg,WNI,SEUMUR HIDUP,05-02-2022,src/image.jpeg
BALI,DENPASAR,5219319306866876,Danielle Brendon,bbtuqsdg,14-02-2014,LAKI-LAKI,B,jl. ngwag vhdyrpo 4,019/627,denpasar,denpasar utara,KATOLIK,KAWIN,omiurjvnlicw,WNI,SEUMUR HIDUP,03-11-2021,src/image.jpeg
BALI,DENPASAR,5506232292484370,Micheal Lonny,yrhtvdco,21-04-2019,PEREMPUAN,O,jl. qdana uikzwro 4,016/565,denpasar,denpasar utara,KONGHUCU,KAWIN,qrepcshzurpt,WNI,SEUMUR HIDUP,09-09-2021,src/image.jpeg
BALI,DENPASAR,5972353418509793,Alesha Evette,ivzvyxqi,13-04-2005,PEREMPUAN,AB,jl. iqess njbygue 1,371/164,denpasar,denpasar utara,KONGHUCU,KAWIN,vqwovvdpggyb,WNI,SEUMUR HIDUP,03-05-2022,src/image.jpeg
BALI,DENPASAR,5897992641229014,Kortney Fay,smzwqoll,16-08-2013,LAKI-LAKI,B,jl. lgeib fydmgvb 0,259/983,denpasar,denpasar utara,KONGHUCU,KAWIN,tsyywndyrcex,WNI,SEUMUR HIDUP,22-07-2021,src/image.jpeg
BALI,DENPASAR,5053501295177803,Margit Aleshia,guaxpbfb,04-11-2007,PEREMPUAN,B,jl. nbmhn optqfsy 7,906/100,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,humfecocmxqm,WNI,SEUMUR HIDUP,29-03-2022,src/image.jpeg
BALI,DENPASAR,5353875660324066,Renea Demetria,qvuhroik,09-06-2017,LAKI-LAKI,O,jl. amyet mgmnzyj 4,153/923,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,owfyhbxptnpf,WNI,SEUMUR HIDUP,21-06-2021,src/image.jpeg
BALI,DENPASAR,5197364505364513,Millicent Loni,twhgnfok,26-03-2008,LAKI-LAKI,B,jl. qzeef meeqeep 2,791/560,denpasar,denpasar utara,KATOLIK,KAWIN,yfuywvbzzars,WNI,SEUMUR HIDUP,26-03-2022,src/image.jpeg
BALI,DENPASAR,5486513610015859,Mac Mac,qcbsnrqf,28-10-2001,PEREMPUAN,B,jl. bolhz tgwczjn 3,460/004,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,prvqbmjtaepg,WNI,SEUMUR HIDUP,06-12-2021,src/image.jpeg
BALI,DENPASAR,5371507847264115,Rae Sharri,pjotoobd,27-07-2019,LAKI-LAKI,B,jl. pgteo vqkmsyo 4,924/096,denpasar,denpasar utara,KONGHUCU,KAWIN,tfsigqdzllmv,WNI,SEUMUR HIDUP,21-05-2021,src/image.jpeg
BALI,DENPASAR,5398999137066237,Marcos Elvia,anrbkldk,08-04-1995,PEREMPUAN,B,jl. icbls axtlrzc 2,670/675,denpasar,denpasar utara,HINDU,KAWIN,dubwuoxwtept,WNI,SEUMUR HIDUP,27-06-2021,src/image.jpeg
BALI,DENPASAR,5500123747183019,Elijah Elvera,ytjkbbho,20-06-1992,LAKI-LAKI,AB,jl. pufyu bxulemq 6,891/844,denpasar,denpasar utara,KONGHUCU,KAWIN,hhfryqkjsbue,WNI,SEUMUR HIDUP,29-07-2021,src/image.jpeg
BALI,DENPASAR,5388672359752739,Kassie Branden,xlniwpbn,26-05-2010,PEREMPUAN,B,jl. cdsst xvaptkq 6,554/471,denpasar,denpasar utara,KONGHUCU,KAWIN,fgdovxtirmku,WNI,SEUMUR HIDUP,14-12-2021,src/image.jpeg
BALI,DENPASAR,5999928252464134,Loree Mohamed,onoiwqfs,19-04-2016,LAKI-LAKI,A,jl. kmtwv ptycqpe 1,331/181,denpasar,denpasar utara,HINDU,BELUM KAWIN,gmisddkmnibr,WNI,SEUMUR HIDUP,03-05-2022,src/image.jpeg
BALI,DENPASAR,5829658339000963,Franklin Elin,wwoqixmt,28-03-2017,LAKI-LAKI,A,jl. pnaid bozhdmw 8,798/390,denpasar,denpasar utara,KONGHUCU,KAWIN,bxqquaenaqid,WNI,SEUMUR HIDUP,06-06-2021,src/image.jpeg
BALI,DENPASAR,5578915343718815,Leilani Alphonse,gxreaqkm,13-08-2013,LAKI-LAKI,A,jl. qrbtq nirwrzg 6,453/364,denpasar,denpasar utara,KRISTEN,KAWIN,zofslmpemplu,WNI,SEUMUR HIDUP,23-03-2022,src/image.jpeg
BALI,DENPASAR,5635315254760521,Ellsworth Myles,vyripptd,26-08-2016,LAKI-LAKI,AB,jl. kmhvk glifnql 4,936/475,denpasar,denpasar utara,HINDU,KAWIN,iznuauvvwgmy,WNI,SEUMUR HIDUP,08-01-2022,src/image.jpeg
BALI,DENPASAR,5446437495266124,Viva Emilee,kyjyyxax,29-12-2006,PEREMPUAN,AB,jl. dswyu vnriwjb 9,997/226,denpasar,denpasar utara,HINDU,KAWIN,pkkdpfuqyoqc,WNI,SEUMUR HIDUP,05-12-2021,src/image.jpeg
BALI,DENPASAR,5779418606892567,Sal Noble,fhizenhc,03-10-1998,PEREMPUAN,O,jl. yefbs djwhzah 6,579/734,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,pezgdzrzmwnp,WNI,SEUMUR HIDUP,10-12-2021,src/image.jpeg
BALI,DENPASAR,5812356916316359,Patience Filiberto,lxqetbtj,05-05-2015,PEREMPUAN,O,jl. igska gradvvf 1,249/407,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,emkrojctekyv,WNI,SEUMUR HIDUP,19-05-2021,src/image.jpeg
BALI,DENPASAR,5067378247843568,Jerold Everette,ddjefjsf,12-09-2011,PEREMPUAN,O,jl. kujkl ixevquz 9,961/268,denpasar,denpasar utara,HINDU,KAWIN,wugfdzddpimu,WNI,SEUMUR HIDUP,12-03-2022,src/image.jpeg
BALI,DENPASAR,5561404102690128,Clarice Kyle,tuypermz,09-02-2015,LAKI-LAKI,B,jl. kthil qbzsoix 5,811/313,denpasar,denpasar utara,KATOLIK,KAWIN,uhqpjzrrqjha,WNI,SEUMUR HIDUP,03-01-2022,src/image.jpeg
BALI,DENPASAR,5620163502770443,Pasquale Scotty,bdbylcqs,10-11-2005,PEREMPUAN,O,jl. hqvrq yaewfrb 9,534/041,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,qhwskufsudcw,WNI,SEUMUR HIDUP,03-02-2022,src/image.jpeg
BALI,DENPASAR,5024800113531820,Christiana Sondra,hmttdiyr,18-04-1996,LAKI-LAKI,O,jl. imerw ieotvbg 0,351/101,denpasar,denpasar utara,KATOLIK,KAWIN,muwpaxvrvtle,WNI,SEUMUR HIDUP,06-03-2022,src/image.jpeg
BALI,DENPASAR,5512956618597621,Boyce Taylor,qedwjzuw,12-11-2008,LAKI-LAKI,AB,jl. kfphk xefwkcd 1,325/783,denpasar,denpasar utara,HINDU,KAWIN,jpivzcwwuory,WNI,SEUMUR HIDUP,21-09-2021,src/image.jpeg
BALI,DENPASAR,5883221614827868,Emerson Johna,wlpaeodw,26-10-1999,PEREMPUAN,B,jl. hlqik wsvlhwg 4,272/519,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,zcxkvtnywzux,WNI,SEUMUR HIDUP,13-08-2021,src/image.jpeg
BALI,DENPASAR,5213648054460241,Carlos John,btuotclc,12-08-2018,LAKI-LAKI,B,jl. blrlv ggpuboy 5,137/058,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,seskszkufaic,WNI,SEUMUR HIDUP,07-03-2022,src/image.jpeg
BALI,DENPASAR,5187264671589852,Daron Jolie,kyrpstte,03-10-2009,LAKI-LAKI,AB,jl. lermq dxowpnm 4,527/049,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,rzhkwwizwzkg,WNI,SEUMUR HIDUP,28-05-2021,src/image.jpeg
BALI,DENPASAR,5367409332383309,Quinton Dorthea,fihyezqy,25-12-2009,LAKI-LAKI,A,jl. mvyci mngcqot 0,775/701,denpasar,denpasar utara,KATOLIK,KAWIN,fwjcxonvotqp,WNI,SEUMUR HIDUP,19-03-2022,src/image.jpeg
BALI,DENPASAR,5809673218295137,Lou Doris,rieixvyb,28-08-2019,LAKI-LAKI,O,jl. drizj uchihyx 8,923/281,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,uidqfleyrcxm,WNI,SEUMUR HIDUP,16-09-2021,src/image.jpeg
BALI,DENPASAR,5280475175647567,Billi Carter,ejlimzkr,08-12-2014,PEREMPUAN,A,jl. vomok yfffxnb 2,298/156,denpasar,denpasar utara,KONGHUCU,KAWIN,frsbrpgouixa,WNI,SEUMUR HIDUP,07-08-2021,src/image.jpeg
BALI,DENPASAR,5364906044967651,Shon Dwain,xnbhjtfl,19-05-2014,PEREMPUAN,A,jl. ftatq hrkjzqf 8,085/818,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,jalhkhwvnsfc,WNI,SEUMUR HIDUP,23-03-2022,src/image.jpeg
BALI,DENPASAR,5453043403417910,Antwan Renda,bpihmzmj,31-12-2017,LAKI-LAKI,B,jl. xjxkc ngfhlop 7,072/494,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ywagilkbfqoz,WNI,SEUMUR HIDUP,05-11-2021,src/image.jpeg
BALI,DENPASAR,5551945757587915,Zada Lakesha,mtssxnox,15-11-2001,LAKI-LAKI,A,jl. qqmau qrpzjgp 6,684/520,denpasar,denpasar utara,KONGHUCU,KAWIN,teasarlvakze,WNI,SEUMUR HIDUP,23-06-2021,src/image.jpeg
BALI,DENPASAR,5787680968285890,Allan Dinah,izbrsszx,30-05-2003,LAKI-LAKI,B,jl. qayul awekvvj 9,031/833,denpasar,denpasar utara,HINDU,KAWIN,aqslwshohimt,WNI,SEUMUR HIDUP,20-09-2021,src/image.jpeg
BALI,DENPASAR,5348327080212092,Larry Lahoma,qftfzssn,07-10-1995,PEREMPUAN,A,jl. mjpjp kzkmitm 2,306/504,denpasar,denpasar utara,KATOLIK,KAWIN,vqqyxttrvhne,WNI,SEUMUR HIDUP,28-03-2022,src/image.jpeg
BALI,DENPASAR,5407592186439325,Cristine Sue,ochfjgjc,17-10-1995,PEREMPUAN,O,jl. ydpol nfcprgd 1,207/561,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,nrmdhtsqkfcr,WNI,SEUMUR HIDUP,25-05-2021,src/image.jpeg
BALI,DENPASAR,5702874510574120,Fritz Fritz,fzdamioh,12-01-1990,PEREMPUAN,B,jl. luvon xtdhoqd 9,263/564,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,rcqfkdjxtbtu,WNI,SEUMUR HIDUP,06-08-2021,src/image.jpeg
BALI,DENPASAR,5904383584810305,Emile Wally,yjbrwxkn,26-02-1992,PEREMPUAN,O,jl. zsoda ayfoaig 2,814/626,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,pcmlojdcdckk,WNI,SEUMUR HIDUP,24-09-2021,src/image.jpeg
